4.634541988372802734e+00,5.705379962921142578e+00,1.000354957580566406e+01,7.354057312011718750e+00,7.291734695434570312e+00,7.492840290069580078e+00,5.925092220306396484e+00,3.278333663940429688e+00,4.220825672149658203e+00,3.583630800247192383e+00,4.692548751831054688e+00,7.338369369506835938e+00,6.609486579895019531e+00,5.995751380920410156e+00,6.057971477508544922e+00,5.093076229095458984e+00,5.274188041687011719e+00,2.636417388916015625e+00,5.233964443206787109e+00,4.948759555816650391e+00,6.990248680114746094e+00,3.717696905136108398e+00,6.021227836608886719e+00,5.389063835144042969e+00,5.330183982849121094e+00,5.899505138397216797e+00,5.282451152801513672e+00,4.814366817474365234e+00,4.618461608886718750e+00,6.130412101745605469e+00,6.201900959014892578e+00,4.591037750244140625e+00,3.781312465667724609e+00,3.034700393676757812e+00,4.806394577026367188e+00,4.592117786407470703e+00,5.352016925811767578e+00,5.753365039825439453e+00,5.205268859863281250e+00,4.932024955749511719e+00,4.532758712768554688e+00,4.512658119201660156e+00,4.024161338806152344e+00,4.553560256958007812e+00,3.633846282958984375e+00,7.976987361907958984e+00,8.225822448730468750e+00,5.172272205352783203e+00,4.152562618255615234e+00,5.279898643493652344e+00,4.851648807525634766e+00,3.733533143997192383e+00,4.475701808929443359e+00,3.682465314865112305e+00,5.637760639190673828e+00,5.411021232604980469e+00,4.583732604980468750e+00,3.729445219039916992e+00,5.212069511413574219e+00,4.942378044128417969e+00,5.981810569763183594e+00,4.187136173248291016e+00,4.188426494598388672e+00,3.949971914291381836e+00
3.988303422927856445e+00,5.078386783599853516e+00,9.957441329956054688e+00,7.621306419372558594e+00,7.097253322601318359e+00,7.269854545593261719e+00,5.897228717803955078e+00,3.367296934127807617e+00,3.913513422012329102e+00,3.762055397033691406e+00,4.977992057800292969e+00,7.428524017333984375e+00,6.477415084838867188e+00,5.963321208953857422e+00,6.314851760864257812e+00,5.033442497253417969e+00,5.185845851898193359e+00,2.164237976074218750e+00,5.275866985321044922e+00,5.383128643035888672e+00,7.296402931213378906e+00,3.425696849822998047e+00,5.586330890655517578e+00,5.632075786590576172e+00,5.626511096954345703e+00,6.166034221649169922e+00,5.190884113311767578e+00,4.493283271789550781e+00,4.835177898406982422e+00,5.671107769012451172e+00,6.241070270538330078e+00,4.570623397827148438e+00,4.124965667724609375e+00,2.844565868377685547e+00,4.509129524230957031e+00,4.347365856170654297e+00,4.865896701812744141e+00,5.813596725463867188e+00,5.384695053100585938e+00,4.807428836822509766e+00,5.120449066162109375e+00,4.789834499359130859e+00,3.856754779815673828e+00,4.465540409088134766e+00,3.685462236404418945e+00,8.028753280639648438e+00,7.954041004180908203e+00,5.230284690856933594e+00,4.076014518737792969e+00,5.441362380981445312e+00,4.561402797698974609e+00,4.004353523254394531e+00,4.400065422058105469e+00,3.716892480850219727e+00,5.450626850128173828e+00,5.425516128540039062e+00,4.849939346313476562e+00,3.661890745162963867e+00,5.279883861541748047e+00,4.837933540344238281e+00,6.018326759338378906e+00,4.398152351379394531e+00,4.099510669708251953e+00,4.154510974884033203e+00
4.375924110412597656e+00,5.231759548187255859e+00,1.003417301177978516e+01,7.721213817596435547e+00,6.803695201873779297e+00,7.491294860839843750e+00,6.028149127960205078e+00,3.381876707077026367e+00,3.811098814010620117e+00,3.298835277557373047e+00,4.515961170196533203e+00,7.502793788909912109e+00,6.335916996002197266e+00,5.993993759155273438e+00,6.175447940826416016e+00,5.157404422760009766e+00,5.293468475341796875e+00,2.395920515060424805e+00,5.303305625915527344e+00,5.080195903778076172e+00,7.284287452697753906e+00,3.419447422027587891e+00,5.656081676483154297e+00,5.346838474273681641e+00,5.467351913452148438e+00,5.997346401214599609e+00,5.282255172729492188e+00,4.700139045715332031e+00,4.681673526763916016e+00,5.509273052215576172e+00,6.214275360107421875e+00,4.565118789672851562e+00,3.856721639633178711e+00,2.867562770843505859e+00,4.664337635040283203e+00,4.380123615264892578e+00,5.153194904327392578e+00,5.824334144592285156e+00,5.254215717315673828e+00,5.172715663909912109e+00,4.671364307403564453e+00,4.727291584014892578e+00,3.805967330932617188e+00,4.486190319061279297e+00,3.792711257934570312e+00,8.112467765808105469e+00,8.106608390808105469e+00,5.186194896697998047e+00,4.242714881896972656e+00,5.363895893096923828e+00,4.578118801116943359e+00,4.036588191986083984e+00,4.396293163299560547e+00,3.647978782653808594e+00,5.360119342803955078e+00,5.359679698944091797e+00,4.794798374176025391e+00,3.687496900558471680e+00,5.270633220672607422e+00,5.109050750732421875e+00,6.144684791564941406e+00,4.494665145874023438e+00,4.160980701446533203e+00,3.880292892456054688e+00
4.028412818908691406e+00,5.047564029693603516e+00,1.006809234619140625e+01,7.620884895324707031e+00,6.914752006530761719e+00,7.360801696777343750e+00,6.192998409271240234e+00,3.383461713790893555e+00,3.943448066711425781e+00,3.557158946990966797e+00,4.737697124481201172e+00,7.458363056182861328e+00,6.410238265991210938e+00,5.958930015563964844e+00,6.340728282928466797e+00,5.158724308013916016e+00,5.258605003356933594e+00,2.304831504821777344e+00,5.374251842498779297e+00,5.344161987304687500e+00,7.295021057128906250e+00,3.419076204299926758e+00,5.640325546264648438e+00,5.374993801116943359e+00,5.454026699066162109e+00,6.052117824554443359e+00,5.186409473419189453e+00,4.499897003173828125e+00,4.713629245758056641e+00,5.622599601745605469e+00,6.247118949890136719e+00,4.571272373199462891e+00,3.998497724533081055e+00,2.867886066436767578e+00,4.669004917144775391e+00,4.359127998352050781e+00,4.945038318634033203e+00,5.808713912963867188e+00,5.275995254516601562e+00,4.957309246063232422e+00,4.826992034912109375e+00,4.675909996032714844e+00,3.735396862030029297e+00,4.421138286590576172e+00,3.698549509048461914e+00,8.108498573303222656e+00,8.090905189514160156e+00,5.104892253875732422e+00,4.089178085327148438e+00,5.393898487091064453e+00,4.712477207183837891e+00,3.924784183502197266e+00,4.409472465515136719e+00,3.646849393844604492e+00,5.475310802459716797e+00,5.367251873016357422e+00,4.726801872253417969e+00,3.570013761520385742e+00,5.279911518096923828e+00,4.934759616851806641e+00,5.992878913879394531e+00,4.346992969512939453e+00,4.163642406463623047e+00,4.114334583282470703e+00
4.103198528289794922e+00,5.118503570556640625e+00,9.980756759643554688e+00,7.615954875946044922e+00,7.024973869323730469e+00,7.230237007141113281e+00,5.893677234649658203e+00,3.334919691085815430e+00,3.902758359909057617e+00,3.726125240325927734e+00,4.927120685577392578e+00,7.448711872100830078e+00,6.461005210876464844e+00,5.950256824493408203e+00,6.345567226409912109e+00,5.082398891448974609e+00,5.194312572479248047e+00,2.174060583114624023e+00,5.306409835815429688e+00,5.381900787353515625e+00,7.315130233764648438e+00,3.381888628005981445e+00,5.574119567871093750e+00,5.612102031707763672e+00,5.618206501007080078e+00,6.175088882446289062e+00,5.176098346710205078e+00,4.453678131103515625e+00,4.815199375152587891e+00,5.611186027526855469e+00,6.257795810699462891e+00,4.545815944671630859e+00,4.110590934753417969e+00,2.825685024261474609e+00,4.512693405151367188e+00,4.333641529083251953e+00,4.860085487365722656e+00,5.814083099365234375e+00,5.373610973358154297e+00,4.824291229248046875e+00,5.107199668884277344e+00,4.800127506256103516e+00,3.841781616210937500e+00,4.450769424438476562e+00,3.677689790725708008e+00,8.047054290771484375e+00,7.971131324768066406e+00,5.201519012451171875e+00,4.054137229919433594e+00,5.456863880157470703e+00,4.564058303833007812e+00,4.000577449798583984e+00,4.403035163879394531e+00,3.683316469192504883e+00,5.431316375732421875e+00,5.410579681396484375e+00,4.839823246002197266e+00,3.643646240234375000e+00,5.291059017181396484e+00,4.868323326110839844e+00,5.989705562591552734e+00,4.412111759185791016e+00,4.101775646209716797e+00,4.171395778656005859e+00
4.318846225738525391e+00,4.963073730468750000e+00,9.901648521423339844e+00,7.601259231567382812e+00,7.281325817108154297e+00,7.397535324096679688e+00,5.993998050689697266e+00,3.507566690444946289e+00,4.073966026306152344e+00,3.876061916351318359e+00,5.101501941680908203e+00,7.396396636962890625e+00,6.541119575500488281e+00,5.953909873962402344e+00,6.314369201660156250e+00,4.955631732940673828e+00,5.129570960998535156e+00,2.116824626922607422e+00,5.225612163543701172e+00,5.425995826721191406e+00,7.228180408477783203e+00,3.572314023971557617e+00,5.681752204895019531e+00,5.601507186889648438e+00,5.606385707855224609e+00,6.061308383941650391e+00,5.188233375549316406e+00,4.548902511596679688e+00,4.858199119567871094e+00,5.864871025085449219e+00,6.229685783386230469e+00,4.609840393066406250e+00,4.132887363433837891e+00,2.961225509643554688e+00,4.552346229553222656e+00,4.415433883666992188e+00,4.856623649597167969e+00,5.854520320892333984e+00,5.352639675140380859e+00,4.749340057373046875e+00,5.114921569824218750e+00,4.672844409942626953e+00,3.853139877319335938e+00,4.484819412231445312e+00,3.600021123886108398e+00,7.986047744750976562e+00,7.900414943695068359e+00,5.241304397583007812e+00,4.067746639251708984e+00,5.423751831054687500e+00,4.720904350280761719e+00,3.928527116775512695e+00,4.457202434539794922e+00,3.806792259216308594e+00,5.504860877990722656e+00,5.487412452697753906e+00,4.836563110351562500e+00,3.666592359542846680e+00,5.181284427642822266e+00,4.723845005035400391e+00,5.997217178344726562e+00,4.264415740966796875e+00,4.053571224212646484e+00,4.209703445434570312e+00
4.032608509063720703e+00,5.410244941711425781e+00,9.997956275939941406e+00,7.692053794860839844e+00,6.875308036804199219e+00,7.452726840972900391e+00,5.872516155242919922e+00,3.293293714523315430e+00,3.790374517440795898e+00,3.303565979003906250e+00,4.528721809387207031e+00,7.457335948944091797e+00,6.338981628417968750e+00,6.012469291687011719e+00,6.037414073944091797e+00,5.130533218383789062e+00,5.350251197814941406e+00,2.507585763931274414e+00,5.282573699951171875e+00,4.971596240997314453e+00,7.228598594665527344e+00,3.434780120849609375e+00,5.673135757446289062e+00,5.441792488098144531e+00,5.462478637695312500e+00,6.057330608367919922e+00,5.315619468688964844e+00,4.769696712493896484e+00,4.696455955505371094e+00,5.552506923675537109e+00,6.175117492675781250e+00,4.556609630584716797e+00,3.842631340026855469e+00,2.827649831771850586e+00,4.655774116516113281e+00,4.407400608062744141e+00,5.252153873443603516e+00,5.788401603698730469e+00,5.274543762207031250e+00,5.157743930816650391e+00,4.668949127197265625e+00,4.781340122222900391e+00,3.912465810775756836e+00,4.537604808807373047e+00,3.826802253723144531e+00,8.077856063842773438e+00,8.153695106506347656e+00,5.253496646881103516e+00,4.288407802581787109e+00,5.346560955047607422e+00,4.473473072052001953e+00,4.048615932464599609e+00,4.382741928100585938e+00,3.643507480621337891e+00,5.361258506774902344e+00,5.364421844482421875e+00,4.811004161834716797e+00,3.741450309753417969e+00,5.314031600952148438e+00,5.133572578430175781e+00,6.217745780944824219e+00,4.515350818634033203e+00,4.205097198486328125e+00,3.827348470687866211e+00
4.152963638305664062e+00,5.275145053863525391e+00,1.000121498107910156e+01,7.721275329589843750e+00,6.934964179992675781e+00,7.378825187683105469e+00,6.105438709259033203e+00,3.339254856109619141e+00,3.893366813659667969e+00,3.467296123504638672e+00,4.679889678955078125e+00,7.463709831237792969e+00,6.314946651458740234e+00,5.990304470062255859e+00,6.219547271728515625e+00,5.144937992095947266e+00,5.322246551513671875e+00,2.327889919281005859e+00,5.343470573425292969e+00,5.234432220458984375e+00,7.291227817535400391e+00,3.386951208114624023e+00,5.572207450866699219e+00,5.444202423095703125e+00,5.498491764068603516e+00,6.087111473083496094e+00,5.246210098266601562e+00,4.634806156158447266e+00,4.746107578277587891e+00,5.504798412322998047e+00,6.187997817993164062e+00,4.543692588806152344e+00,3.975141286849975586e+00,2.810620069503784180e+00,4.592189311981201172e+00,4.333662986755371094e+00,5.055171012878417969e+00,5.826951503753662109e+00,5.311165332794189453e+00,5.068350315093994141e+00,4.856619834899902344e+00,4.789948463439941406e+00,3.824987173080444336e+00,4.517293930053710938e+00,3.768323898315429688e+00,8.065989494323730469e+00,8.074860572814941406e+00,5.221116065979003906e+00,4.194937705993652344e+00,5.408296108245849609e+00,4.534564018249511719e+00,4.065162658691406250e+00,4.399633884429931641e+00,3.674263715744018555e+00,5.336527824401855469e+00,5.387693405151367188e+00,4.833697319030761719e+00,3.652495861053466797e+00,5.286890506744384766e+00,5.008581161499023438e+00,6.165862083435058594e+00,4.481083393096923828e+00,4.196636676788330078e+00,4.020490169525146484e+00
5.018982410430908203e+00,5.175245285034179688e+00,1.026613235473632812e+01,7.506404876708984375e+00,6.735485553741455078e+00,7.347135066986083984e+00,6.839276313781738281e+00,3.401724100112915039e+00,4.303824901580810547e+00,3.481534957885742188e+00,4.531292438507080078e+00,7.486637115478515625e+00,6.337565422058105469e+00,5.861907958984375000e+00,6.618299961090087891e+00,5.436193466186523438e+00,5.348747253417968750e+00,2.405708551406860352e+00,5.652129173278808594e+00,5.547110557556152344e+00,7.289462089538574219e+00,3.360673904418945312e+00,5.711224079132080078e+00,4.980231285095214844e+00,5.162414550781250000e+00,5.896591663360595703e+00,5.050346374511718750e+00,4.252874851226806641e+00,4.535663604736328125e+00,5.585102081298828125e+00,6.292353153228759766e+00,4.496313095092773438e+00,3.900432109832763672e+00,2.892211198806762695e+00,4.927244663238525391e+00,4.353189468383789062e+00,4.898124694824218750e+00,5.841802597045898438e+00,5.085963726043701172e+00,5.000093460083007812e+00,4.513535499572753906e+00,4.448475360870361328e+00,3.494301080703735352e+00,4.326481342315673828e+00,3.539026498794555664e+00,8.205028533935546875e+00,8.278553962707519531e+00,4.787353992462158203e+00,3.913797855377197266e+00,5.426378726959228516e+00,5.191403388977050781e+00,3.674474477767944336e+00,4.509492397308349609e+00,3.522852897644042969e+00,5.519515514373779297e+00,5.326065063476562500e+00,4.484495639801025391e+00,3.296942949295043945e+00,5.220993041992187500e+00,4.914402008056640625e+00,5.726530551910400391e+00,4.116105556488037109e+00,4.264376640319824219e+00,4.406711101531982422e+00
5.136015892028808594e+00,5.203416824340820312e+00,9.958115577697753906e+00,7.739821910858154297e+00,6.971426486968994141e+00,7.637222766876220703e+00,6.194335937500000000e+00,3.534358501434326172e+00,4.044306755065917969e+00,3.346477508544921875e+00,4.572121620178222656e+00,7.496150016784667969e+00,6.341338634490966797e+00,5.962819576263427734e+00,6.148627758026123047e+00,5.142374992370605469e+00,5.274105548858642578e+00,2.400808334350585938e+00,5.280073165893554688e+00,5.081855773925781250e+00,7.196775913238525391e+00,3.563274860382080078e+00,5.765064239501953125e+00,5.257003784179687500e+00,5.407365322113037109e+00,5.844419956207275391e+00,5.274674415588378906e+00,4.788685798645019531e+00,4.684420108795166016e+00,5.664192676544189453e+00,6.198759555816650391e+00,4.559028148651123047e+00,3.810538053512573242e+00,3.001687288284301758e+00,4.730190753936767578e+00,4.463983535766601562e+00,5.201247692108154297e+00,5.904920101165771484e+00,5.173276901245117188e+00,5.189013004302978516e+00,4.608228683471679688e+00,4.592602729797363281e+00,3.808808088302612305e+00,4.532962322235107422e+00,3.655763387680053711e+00,8.068257331848144531e+00,8.069341659545898438e+00,5.201393604278564453e+00,4.238311290740966797e+00,5.366488933563232422e+00,4.802813053131103516e+00,3.956768751144409180e+00,4.502235889434814453e+00,3.734088420867919922e+00,5.339310169219970703e+00,5.437277317047119141e+00,4.799045085906982422e+00,3.690061807632446289e+00,5.134426593780517578e+00,5.039510726928710938e+00,6.152345657348632812e+00,4.339498043060302734e+00,4.111183166503906250e+00,3.970083713531494141e+00
