4.649592399597167969e+00,6.708324909210205078e+00,1.247046947479248047e+00,1.749868035316467285e+00,2.761127471923828125e+00,1.110498785972595215e+00,5.331871986389160156e+00,6.027933120727539062e+00,5.964279174804687500e+00,6.034256935119628906e+00,5.415048599243164062e+00,2.634933948516845703e+00,3.059720516204833984e+00,4.322927951812744141e+00,5.886338710784912109e+00,5.705737113952636719e+00,4.022948265075683594e+00,2.062521457672119141e+00,4.064518451690673828e+00,5.546552181243896484e+00,6.811403751373291016e+00,3.821653127670288086e+00,6.500817775726318359e+00,3.226332664489746094e+00,4.475821971893310547e+00,5.135572910308837891e+00,4.962699890136718750e+00,5.144098758697509766e+00,5.604299545288085938e+00,3.620431423187255859e+00,7.199219703674316406e+00,4.926635265350341797e+00
3.828184604644775391e+00,6.960542201995849609e+00,1.015741348266601562e+00,1.466638445854187012e+00,2.966984510421752930e+00,1.306067824363708496e+00,5.462096214294433594e+00,6.223586559295654297e+00,6.499484062194824219e+00,6.108746528625488281e+00,5.440933227539062500e+00,2.830115556716918945e+00,3.190071344375610352e+00,4.423092842102050781e+00,5.665162086486816406e+00,5.281784057617187500e+00,4.232413291931152344e+00,1.265956640243530273e+00,4.605850219726562500e+00,5.285432338714599609e+00,6.541810989379882812e+00,3.631823062896728516e+00,6.538305759429931641e+00,3.306131124496459961e+00,4.520084381103515625e+00,5.218649864196777344e+00,5.404624938964843750e+00,4.905356407165527344e+00,5.050887584686279297e+00,3.491322278976440430e+00,6.379358291625976562e+00,5.223419666290283203e+00
4.378211498260498047e+00,6.486764907836914062e+00,1.287362337112426758e+00,1.342129468917846680e+00,3.239377975463867188e+00,1.105505228042602539e+00,5.212820053100585938e+00,6.349979877471923828e+00,6.422279357910156250e+00,6.434724330902099609e+00,5.321798801422119141e+00,2.944478511810302734e+00,2.964956283569335938e+00,4.199850559234619141e+00,5.557005882263183594e+00,5.251534461975097656e+00,3.924150466918945312e+00,1.562102317810058594e+00,4.729055881500244141e+00,5.427735805511474609e+00,6.537221908569335938e+00,3.865780591964721680e+00,6.662085533142089844e+00,3.116222858428955078e+00,4.811271190643310547e+00,5.221981048583984375e+00,5.415370941162109375e+00,5.085533142089843750e+00,5.570987701416015625e+00,3.738948106765747070e+00,6.834034919738769531e+00,5.306340217590332031e+00
3.883420705795288086e+00,6.792903423309326172e+00,1.148786664009094238e+00,1.313220620155334473e+00,3.091953754425048828e+00,1.018843531608581543e+00,5.331169128417968750e+00,6.165585041046142578e+00,6.422346115112304688e+00,6.206405162811279297e+00,5.530889511108398438e+00,2.856487989425659180e+00,3.083034038543701172e+00,4.387942790985107422e+00,5.754578590393066406e+00,5.230608463287353516e+00,4.092956542968750000e+00,1.367956161499023438e+00,4.599550247192382812e+00,5.464787483215332031e+00,6.601516246795654297e+00,3.716467618942260742e+00,6.723627090454101562e+00,3.248791217803955078e+00,4.710104942321777344e+00,5.085196495056152344e+00,5.380429744720458984e+00,4.894917964935302734e+00,5.343138694763183594e+00,3.635783672332763672e+00,6.628763198852539062e+00,5.371661663055419922e+00
3.938850879669189453e+00,7.005017280578613281e+00,1.005146741867065430e+00,1.455706000328063965e+00,2.991223812103271484e+00,1.310423731803894043e+00,5.473561763763427734e+00,6.232558250427246094e+00,6.529902458190917969e+00,6.121205806732177734e+00,5.448575496673583984e+00,2.843352079391479492e+00,3.193860054016113281e+00,4.433044910430908203e+00,5.657637119293212891e+00,5.266965866088867188e+00,4.238118648529052734e+00,1.232597947120666504e+00,4.629772663116455078e+00,5.288063526153564453e+00,6.525179862976074219e+00,3.628480195999145508e+00,6.534543514251708984e+00,3.309562683105468750e+00,4.522268295288085938e+00,5.221986770629882812e+00,5.431574821472167969e+00,4.883121967315673828e+00,5.041787147521972656e+00,3.480356216430664062e+00,6.365871906280517578e+00,5.244888305664062500e+00
4.041139602661132812e+00,6.796290397644042969e+00,9.589881300926208496e-01,1.568826675415039062e+00,2.781536102294921875e+00,1.179327607154846191e+00,5.458074569702148438e+00,5.969888687133789062e+00,6.408240318298339844e+00,6.003386020660400391e+00,5.612037658691406250e+00,2.749372720718383789e+00,3.236289024353027344e+00,4.464097499847412109e+00,5.751678466796875000e+00,5.353238105773925781e+00,4.385068893432617188e+00,1.291653990745544434e+00,4.407036781311035156e+00,5.299757003784179688e+00,6.620518684387207031e+00,3.581376791000366211e+00,6.525672435760498047e+00,3.395431041717529297e+00,4.396213531494140625e+00,5.172549247741699219e+00,5.277047634124755859e+00,4.958030700683593750e+00,4.985574722290039062e+00,3.447151184082031250e+00,6.259893894195556641e+00,5.122871875762939453e+00
3.981427669525146484e+00,6.628729820251464844e+00,1.318142533302307129e+00,1.383714556694030762e+00,3.210138559341430664e+00,1.260588884353637695e+00,5.189223766326904297e+00,6.568712711334228516e+00,6.382941246032714844e+00,6.405369281768798828e+00,5.103563785552978516e+00,2.901753425598144531e+00,2.978188276290893555e+00,4.117942810058593750e+00,5.523396015167236328e+00,5.240030765533447266e+00,3.785138368606567383e+00,1.760192751884460449e+00,4.748683452606201172e+00,5.375359058380126953e+00,6.483888626098632812e+00,3.929527044296264648e+00,6.633509159088134766e+00,3.041053533554077148e+00,4.828171730041503906e+00,5.305597305297851562e+00,5.406572818756103516e+00,5.103067874908447266e+00,5.629891395568847656e+00,3.782259702682495117e+00,6.949818611145019531e+00,5.243437290191650391e+00
4.109838962554931641e+00,6.707987308502197266e+00,1.182744145393371582e+00,1.265928268432617188e+00,3.053416490554809570e+00,1.193264365196228027e+00,5.278479576110839844e+00,6.411160945892333984e+00,6.422622203826904297e+00,6.330822944641113281e+00,5.330488681793212891e+00,2.825457096099853516e+00,3.142254114151000977e+00,4.257004737854003906e+00,5.643412590026855469e+00,5.092780590057373047e+00,4.071766376495361328e+00,1.585404038429260254e+00,4.783165454864501953e+00,5.347643852233886719e+00,6.601333618164062500e+00,3.758375167846679688e+00,6.693851947784423828e+00,3.232767105102539062e+00,4.760153770446777344e+00,5.222250938415527344e+00,5.493474960327148438e+00,4.995826721191406250e+00,5.438222408294677734e+00,3.718777894973754883e+00,6.574178218841552734e+00,5.378660678863525391e+00
5.114295959472656250e+00,7.000554561614990234e+00,1.233433127403259277e+00,1.044698476791381836e+00,3.065635681152343750e+00,3.026747703552246094e-01,5.139669418334960938e+00,5.671079635620117188e+00,6.208415985107421875e+00,6.193835735321044922e+00,6.085664749145507812e+00,2.714524984359741211e+00,3.083276271820068359e+00,4.552087783813476562e+00,6.227044582366943359e+00,5.137039184570312500e+00,4.099573135375976562e+00,1.589365005493164062e+00,4.314610004425048828e+00,5.957029342651367188e+00,6.871738433837890625e+00,3.768307209014892578e+00,7.108125686645507812e+00,3.377647638320922852e+00,4.952523708343505859e+00,4.683798789978027344e+00,5.259998798370361328e+00,4.665152549743652344e+00,5.840292453765869141e+00,3.856526851654052734e+00,6.923403263092041016e+00,5.717293739318847656e+00
5.099269866943359375e+00,6.326817035675048828e+00,1.229656338691711426e+00,1.400417685508728027e+00,2.939767360687255859e+00,8.857377767562866211e-01,5.120624065399169922e+00,6.088554382324218750e+00,6.267784595489501953e+00,6.338304042816162109e+00,5.526009559631347656e+00,2.759118556976318359e+00,3.076782226562500000e+00,4.190300464630126953e+00,5.719818115234375000e+00,5.186424732208251953e+00,4.077721118927001953e+00,1.821610569953918457e+00,4.540457725524902344e+00,5.474623680114746094e+00,6.652160167694091797e+00,3.842924118041992188e+00,6.737298011779785156e+00,3.244571208953857422e+00,4.726195335388183594e+00,5.171769142150878906e+00,5.302127838134765625e+00,5.127422332763671875e+00,5.655975818634033203e+00,3.788745403289794922e+00,6.673453330993652344e+00,5.257942199707031250e+00
