3.868331193923950195e+00,7.013127803802490234e+00,-1.801082491874694824e+00,-6.345864385366439819e-02
2.262849330902099609e+00,6.123563289642333984e+00,-1.338387370109558105e+00,-5.091053247451782227e-01
3.169877290725708008e+00,6.766695022583007812e+00,-1.096290707588195801e+00,-1.474253416061401367e+00
2.551102161407470703e+00,6.300846576690673828e+00,-1.677246928215026855e+00,-1.077338218688964844e+00
2.270890951156616211e+00,6.100605010986328125e+00,-1.337962150573730469e+00,-5.610893368721008301e-01
2.659561395645141602e+00,5.805884361267089844e+00,-1.583281397819519043e+00,-2.432971894741058350e-01
2.945331573486328125e+00,7.036903858184814453e+00,-6.659041643142700195e-01,-1.230367898941040039e+00
2.817382097244262695e+00,6.429189205169677734e+00,-1.033836960792541504e+00,-1.287855386734008789e+00
3.783653736114501953e+00,6.376558780670166016e+00,-3.334708690643310547e+00,-1.704411268234252930e+00
3.986171960830688477e+00,6.215821743011474609e+00,-1.351430535316467285e+00,-1.331946253776550293e+00
3.068217515945434570e+00,5.555346012115478516e+00,-1.734721183776855469e+00,-5.535666942596435547e-01
4.408603191375732422e+00,6.408457279205322266e+00,-1.518510460853576660e+00,-1.456910818815231323e-01
4.546650886535644531e+00,5.726786613464355469e+00,-1.023133397102355957e+00,-1.764457464218139648e+00
6.835030078887939453e+00,6.264560222625732422e+00,-2.325116872787475586e+00,-8.104202747344970703e-01
2.438675642013549805e+00,6.192467689514160156e+00,-1.626171708106994629e+00,-5.597896575927734375e-01
4.134623527526855469e+00,6.259343624114990234e+00,-1.271937251091003418e+00,-1.254383802413940430e+00
2.478194475173950195e+00,5.765512943267822266e+00,-1.385110855102539062e+00,-2.708969116210937500e-01
5.006876468658447266e+00,6.081012725830078125e+00,2.601134538650512695e+00,6.257194876670837402e-01
3.980465650558471680e+00,7.258011817932128906e+00,-2.052021026611328125e+00,-4.475840926170349121e-01
4.343608856201171875e+00,6.615868568420410156e+00,-2.107188940048217773e+00,-6.349047422409057617e-01
2.631841659545898438e+00,6.145259380340576172e+00,-1.440536618232727051e+00,-8.790130019187927246e-01
2.559346914291381836e+00,6.758450508117675781e+00,-1.639805674552917480e+00,-1.270496249198913574e+00
2.802078008651733398e+00,5.781862258911132812e+00,-1.638267517089843750e+00,-2.758481800556182861e-01
4.332722187042236328e+00,5.488937377929687500e+00,-1.132684946060180664e+00,-1.423089265823364258e+00
2.709572792053222656e+00,5.809787273406982422e+00,-5.237428545951843262e-01,-9.580943584442138672e-01
3.701269626617431641e+00,7.002745151519775391e+00,-1.752298355102539062e+00,-6.375651806592941284e-02
3.269148826599121094e+00,7.094242095947265625e+00,-2.047479629516601562e+00,-7.505384087562561035e-01
4.866381168365478516e+00,5.837450504302978516e+00,1.909880995750427246e+00,2.173226773738861084e-01
2.969344615936279297e+00,7.054729938507080078e+00,-5.975801348686218262e-01,-1.207071185111999512e+00
2.505285501480102539e+00,5.739701747894287109e+00,-1.422481417655944824e+00,-2.553339898586273193e-01
2.859135389328002930e+00,5.625858783721923828e+00,-1.605282545089721680e+00,-1.580903828144073486e-01
2.598303079605102539e+00,6.227388858795166016e+00,-1.518830299377441406e+00,-9.980021715164184570e-01
4.055848121643066406e+00,6.068019866943359375e+00,-1.270595788955688477e+00,-1.481107234954833984e+00
3.832167625427246094e+00,7.104429244995117188e+00,-1.904683351516723633e+00,-4.848098009824752808e-02
5.152014255523681641e+00,5.951275348663330078e+00,1.526110410690307617e+00,-1.607074439525604248e-01
2.734285593032836914e+00,5.551350116729736328e+00,-1.504627227783203125e+00,-1.052412167191505432e-01
4.227210998535156250e+00,6.269781589508056641e+00,-1.283860564231872559e+00,-1.103064537048339844e+00
3.078791141510009766e+00,6.720179557800292969e+00,-2.491434097290039062e+00,-1.226113796234130859e+00
4.105267047882080078e+00,5.945246696472167969e+00,-9.114768505096435547e-01,-1.646546125411987305e+00
2.380271911621093750e+00,6.414700508117675781e+00,-1.542630314826965332e+00,-1.274790167808532715e+00
4.133185386657714844e+00,6.321194171905517578e+00,-1.610825419425964355e+00,-1.062848687171936035e+00
2.926402807235717773e+00,7.042291641235351562e+00,-6.671776175498962402e-01,-1.270659685134887695e+00
3.188251733779907227e+00,6.432241916656494141e+00,-2.085501432418823242e+00,-1.156163096427917480e+00
3.823927164077758789e+00,6.367519855499267578e+00,-3.333163738250732422e+00,-1.700951933860778809e+00
3.306298017501831055e+00,5.672533512115478516e+00,-1.849483370780944824e+00,-1.136051118373870850e-01
3.061983585357666016e+00,7.089567184448242188e+00,-1.314913153648376465e+00,-1.138355970382690430e+00
6.542490005493164062e+00,5.968877315521240234e+00,-2.174317598342895508e+00,-1.012472748756408691e+00
3.664402723312377930e+00,5.830245494842529297e+00,-1.707687616348266602e+00,-4.116990864276885986e-01
3.431127071380615234e+00,6.795165538787841797e+00,-1.466255903244018555e+00,-1.210543632507324219e+00
2.377866744995117188e+00,6.234798908233642578e+00,-1.235858678817749023e+00,-1.059598088264465332e+00
3.840172767639160156e+00,6.241875171661376953e+00,-1.158236384391784668e+00,-1.521135449409484863e+00
3.042511701583862305e+00,6.725868701934814453e+00,-5.641222596168518066e-01,-1.141577720642089844e+00
3.843314409255981445e+00,6.083604335784912109e+00,-2.221227169036865234e+00,-1.050830483436584473e+00
2.830431461334228516e+00,5.582083225250244141e+00,-1.505095243453979492e+00,-1.462982296943664551e-01
3.740480422973632812e+00,6.512868881225585938e+00,-1.587854862213134766e+00,-4.049977362155914307e-01
2.857810735702514648e+00,6.347160816192626953e+00,-1.496326088905334473e+00,-1.394182324409484863e+00
2.846762180328369141e+00,6.717752933502197266e+00,-1.112338185310363770e+00,-1.073094606399536133e+00
3.022094488143920898e+00,6.731997489929199219e+00,-1.318109393119812012e+00,-7.864671945571899414e-01
4.416743755340576172e+00,6.273644447326660156e+00,-1.532484054565429688e+00,-5.375560522079467773e-01
4.681784152984619141e+00,6.851933002471923828e+00,-1.872576117515563965e+00,-3.688229024410247803e-01
2.271314382553100586e+00,6.193078994750976562e+00,-1.339142680168151855e+00,-4.888384044170379639e-01
3.554291486740112305e+00,7.022797584533691406e+00,-1.876992940902709961e+00,-7.633335888385772705e-02
3.967013120651245117e+00,6.118402481079101562e+00,-1.918929696083068848e+00,-2.049417346715927124e-01
5.392304897308349609e+00,6.342385768890380859e+00,1.966216325759887695e+00,-3.643627464771270752e-02
3.372494220733642578e+00,6.144486904144287109e+00,-2.027782678604125977e+00,-8.270292282104492188e-01
2.938201665878295898e+00,6.744617938995361328e+00,-1.925849318504333496e+00,-1.106993913650512695e+00
4.046091079711914062e+00,7.217582225799560547e+00,-2.046326875686645508e+00,-4.083401560783386230e-01
3.748079776763916016e+00,6.509460926055908203e+00,-1.002508997917175293e+00,-1.202855587005615234e+00
3.352819919586181641e+00,6.726974964141845703e+00,-1.937316060066223145e+00,-2.679111659526824951e-01
3.647789955139160156e+00,6.843650341033935547e+00,-1.736465215682983398e+00,-1.926857531070709229e-01
3.825342178344726562e+00,6.471077442169189453e+00,-1.310276031494140625e+00,-9.648782610893249512e-01
3.700623989105224609e+00,6.465920925140380859e+00,-9.925721883773803711e-01,-1.298291921615600586e+00
2.870283365249633789e+00,6.365252017974853516e+00,-1.409323215484619141e+00,-1.794071912765502930e+00
2.757166147232055664e+00,5.714762687683105469e+00,-1.675160765647888184e+00,-1.825464814901351929e-01
