6.025732040405273438e+00,4.596868515014648438e+00,7.989690780639648438e+00,7.618179321289062500e+00,2.360920429229736328e+00,9.812264442443847656e-01,3.630485057830810547e+00,2.310509920120239258e+00,4.894181251525878906e+00,5.660423278808593750e+00,3.822427034378051758e+00,6.862854957580566406e+00,7.186935901641845703e+00,6.482816219329833984e+00,7.260047435760498047e+00,5.065390586853027344e+00
4.548885822296142578e+00,4.903641700744628906e+00,8.137294769287109375e+00,8.052354812622070312e+00,2.355551242828369141e+00,7.822714447975158691e-01,4.226809024810791016e+00,1.794532179832458496e+00,4.722682476043701172e+00,4.976595878601074219e+00,4.161710739135742188e+00,7.282974243164062500e+00,7.274025917053222656e+00,6.221537590026855469e+00,7.564324855804443359e+00,4.701810836791992188e+00
5.025866985321044922e+00,5.017148494720458984e+00,7.840785026550292969e+00,8.079058647155761719e+00,2.782020092010498047e+00,1.039935469627380371e+00,4.162307262420654297e+00,1.744293212890625000e+00,5.208418369293212891e+00,5.085258483886718750e+00,4.022655010223388672e+00,6.348389148712158203e+00,7.169142723083496094e+00,6.336933612823486328e+00,7.118011474609375000e+00,4.795702934265136719e+00
4.777639389038085938e+00,4.825449943542480469e+00,7.808693408966064453e+00,8.062485694885253906e+00,2.618539094924926758e+00,6.178367137908935547e-01,4.218901634216308594e+00,1.658730387687683105e+00,5.216814994812011719e+00,4.998487949371337891e+00,3.904282093048095703e+00,6.923482418060302734e+00,7.351187705993652344e+00,6.238431453704833984e+00,7.598066329956054688e+00,4.778101444244384766e+00
4.575931072235107422e+00,5.045377254486083984e+00,8.107933044433593750e+00,8.080904960632324219e+00,2.368937253952026367e+00,8.097504377365112305e-01,4.219371795654296875e+00,1.748108625411987305e+00,4.703298091888427734e+00,4.882384777069091797e+00,4.144536018371582031e+00,7.233103275299072266e+00,7.253324508666992188e+00,6.217926979064941406e+00,7.563239097595214844e+00,4.658269882202148438e+00
4.902747154235839844e+00,4.730698585510253906e+00,8.253941535949707031e+00,8.035326957702636719e+00,2.317907810211181641e+00,6.089507937431335449e-01,4.344881057739257812e+00,1.896915078163146973e+00,4.684728622436523438e+00,5.116755008697509766e+00,4.192783832550048828e+00,7.535035133361816406e+00,7.145578384399414062e+00,6.124451637268066406e+00,7.495508670806884766e+00,4.712552547454833984e+00
4.670506477355957031e+00,4.899197578430175781e+00,7.840151309967041016e+00,7.956642627716064453e+00,2.743821382522583008e+00,1.165400147438049316e+00,4.022424697875976562e+00,1.907974481582641602e+00,5.183742046356201172e+00,5.298038959503173828e+00,4.041501998901367188e+00,6.237039566040039062e+00,7.358322620391845703e+00,6.460371017456054688e+00,7.104046821594238281e+00,4.923089027404785156e+00
4.740783691406250000e+00,5.086784362792968750e+00,7.940125942230224609e+00,8.048171043395996094e+00,2.683162927627563477e+00,9.701920747756958008e-01,4.313318729400634766e+00,1.857910513877868652e+00,5.154239177703857422e+00,5.079596519470214844e+00,4.058632373809814453e+00,6.747798919677734375e+00,7.458377838134765625e+00,6.253512859344482422e+00,7.312046527862548828e+00,4.747161865234375000e+00
6.341814041137695312e+00,4.976076126098632812e+00,7.310462951660156250e+00,8.048454284667968750e+00,2.998615264892578125e+00,-1.525587439537048340e-01,4.273532390594482422e+00,1.794182658195495605e+00,5.984527111053466797e+00,5.289399623870849609e+00,3.184228897094726562e+00,6.720590591430664062e+00,7.247673511505126953e+00,5.946508884429931641e+00,7.596582889556884766e+00,4.659231185913085938e+00
5.768369674682617188e+00,4.945518493652343750e+00,7.931208610534667969e+00,8.036711692810058594e+00,2.889609575271606445e+00,7.363651990890502930e-01,4.501163005828857422e+00,2.048738002777099609e+00,5.392215728759765625e+00,5.429859638214111328e+00,3.985403060913085938e+00,6.618122100830078125e+00,7.118926525115966797e+00,6.127922534942626953e+00,6.883795738220214844e+00,4.802343845367431641e+00
