5.155674457550048828e+00,6.977909564971923828e+00,1.009124279022216797e+01,7.923243522644042969e+00,9.006358146667480469e+00,7.867897033691406250e+00,5.521646022796630859e+00,1.847084522247314453e+00,5.467283248901367188e+00,3.333902120590209961e+00,5.196611881256103516e+00,3.784131288528442383e+00,7.390719413757324219e+00,4.261191368103027344e+00,5.071014404296875000e+00,4.056299686431884766e+00
5.017615795135498047e+00,6.724396228790283203e+00,1.038349628448486328e+01,8.099256515502929688e+00,9.506132125854492188e+00,8.176299095153808594e+00,5.859107494354248047e+00,1.541836857795715332e+00,5.451791286468505859e+00,3.375073909759521484e+00,5.149057388305664062e+00,4.111431121826171875e+00,7.676641941070556641e+00,4.279928207397460938e+00,5.148266792297363281e+00,3.910167694091796875e+00
5.020306587219238281e+00,6.484682083129882812e+00,9.622467041015625000e+00,8.522648811340332031e+00,9.228940010070800781e+00,7.834858894348144531e+00,6.039731979370117188e+00,1.641424059867858887e+00,5.627867698669433594e+00,3.896608829498291016e+00,5.623462677001953125e+00,4.433415412902832031e+00,8.153531074523925781e+00,3.908685684204101562e+00,5.308572292327880859e+00,4.207364559173583984e+00
5.282664299011230469e+00,6.930268764495849609e+00,1.030170059204101562e+01,8.065969467163085938e+00,9.309312820434570312e+00,8.112236976623535156e+00,5.737273693084716797e+00,1.697600245475769043e+00,5.425587177276611328e+00,3.423188447952270508e+00,5.214878559112548828e+00,4.010041236877441406e+00,7.645237922668457031e+00,4.195538043975830078e+00,5.031636714935302734e+00,3.958865165710449219e+00
5.163180828094482422e+00,6.688684463500976562e+00,1.033934307098388672e+01,8.138299942016601562e+00,9.469951629638671875e+00,8.122088432312011719e+00,5.779619216918945312e+00,1.600220203399658203e+00,5.413938522338867188e+00,3.360527515411376953e+00,5.160356521606445312e+00,4.161188125610351562e+00,7.733355045318603516e+00,4.220353126525878906e+00,5.000483036041259766e+00,3.891650438308715820e+00
4.958067893981933594e+00,6.372818470001220703e+00,1.027677059173583984e+01,8.121524810791015625e+00,9.046821594238281250e+00,8.120428085327148438e+00,5.428773403167724609e+00,1.831053972244262695e+00,5.166089534759521484e+00,3.502548456192016602e+00,4.897207736968994141e+00,3.833018302917480469e+00,7.355571269989013672e+00,4.332451820373535156e+00,5.557331562042236328e+00,4.196874618530273438e+00
5.205118656158447266e+00,6.944902420043945312e+00,9.778895378112792969e+00,8.015674591064453125e+00,8.710042953491210938e+00,7.798124313354492188e+00,5.645760536193847656e+00,1.955708146095275879e+00,5.587972164154052734e+00,3.603384017944335938e+00,5.472542285919189453e+00,3.584316492080688477e+00,7.244354248046875000e+00,4.230658531188964844e+00,5.303711414337158203e+00,4.470412254333496094e+00
5.161316871643066406e+00,6.802628040313720703e+00,1.040197372436523438e+01,7.924377441406250000e+00,9.348171234130859375e+00,8.178131103515625000e+00,5.761081695556640625e+00,1.682568907737731934e+00,5.403475761413574219e+00,3.273879051208496094e+00,5.092271804809570312e+00,3.901638984680175781e+00,7.439534664154052734e+00,4.318810462951660156e+00,5.005924701690673828e+00,3.911954164505004883e+00
4.477287769317626953e+00,6.427790641784667969e+00,1.028639698028564453e+01,8.024001121520996094e+00,9.343040466308593750e+00,8.009756088256835938e+00,5.499558925628662109e+00,1.637159228324890137e+00,5.260180473327636719e+00,3.350222349166870117e+00,4.756745338439941406e+00,4.131950378417968750e+00,7.652199268341064453e+00,4.319617748260498047e+00,5.476524353027343750e+00,3.765401601791381836e+00
5.178389072418212891e+00,6.452639102935791016e+00,9.700565338134765625e+00,8.276394844055175781e+00,8.811141967773437500e+00,7.869054317474365234e+00,5.696523189544677734e+00,1.960830450057983398e+00,5.494285106658935547e+00,3.778819084167480469e+00,5.471831798553466797e+00,3.705841779708862305e+00,7.332866191864013672e+00,4.198621273040771484e+00,5.374793529510498047e+00,4.653367042541503906e+00
